id,chain,host,location,year,subtype,continent
AGI41230,A,avian,Shaanxi,2012.0,H9N2,Asia
AGI41250,A,swine,Illinois,2013.0,H1N2,North America
AGI52981,A,,Tennessee,2009.0,H1N1,North America
AGI52989,A,,Virginia,2009.0,H1N1,North America
AGI54182,A,,Tennessee,2009.0,H1N1,North America
AGI55453,A,,Illinois,2009.0,H1N1,North America
AGJ73367,A,,Alborz,2011.0,H1N1,Asia
AGJ73386,A,swine,South Dakota,2013.0,H1N1,North America
AGK24287,A,swine,Thailand,2009.0,H3N2,Asia
AGK24317,A,swine,Thailand,2010.0,H1N1,Asia
AGK24455,A,swine,Illinois,2013.0,H1N2,North America
AGK24463,A,swine,Iowa,2013.0,H1N1,North America
AGK42156,A,avian,Minnesota,2008.0,H3N8,North America
AGK43414,A,avian,Minnesota,2010.0,H1N1,North America
AGK43532,A,avian,Minnesota,2008.0,H2N3,North America
AGK62683,A,swine,Nebraska,2013.0,H1N2,North America
AGK62750,A,swine,Argentina,2011.0,H3N2,South America
AGK72773,A,,Mississippi,2011.0,H1N1,North America
AGK73228,A,,Washington,2011.0,H1N1,North America
AGK73290,A,,California,2011.0,H1N1,North America
AGL04214,A,avian,Newfoundland,2011.0,H1N2,North America
AGL04307,A,swine,Denmark,1993.0,H1N1,Europe
AGL04309,A,swine,Denmark,2004.0,H1N1,Europe
AGL04311,A,swine,Denmark,2005.0,H1N1,Europe
AGL04315,A,swine,Denmark,2005.0,H1N1,Europe
AGL04337,A,swine,Denmark,2003.0,H1N2,Europe
AGL04365,A,swine,Denmark,2003.0,H3N2,Europe
AGL04595,A,,Texas,2012.0,H1N1,North America
AGL04629,A,,Illinois,2012.0,H1N1,North America
AGL05056,A,,Texas,2012.0,H1N1,North America
AGL06095,A,,Hawaii,2012.0,H3N2,North America
AGL06857,A,,Texas,2012.0,H3N2,North America
AGL07410,A,,Hawaii,2012.0,H3N2,North America
AGL07471,A,swine,France,2013.0,H1N1,Europe
AGL07472,A,swine,France,2011.0,H1N2,Europe
AGL07673,A,swine,Minnesota,2013.0,H3N2,North America
AGL09786,A,,New York,2013.0,H3N2,North America
AGL09815,A,,Texas,2013.0,H3N2,North America
AGL09881,A,,Florida,2013.0,H3N2,North America
AGL52805,A,avian,Interior Alaska,2010.0,H7N3,North America
AGL57025,A,avian,Interior Alaska,2010.0,H7N3,North America
AGL57850,A,avian,Delaware,2002.0,H7N3,North America
AGL57927,A,avian,Delaware,2003.0,H9N5,North America
AGL57968,A,avian,Delaware,2003.0,H9N2,North America
AGL58957,A,avian,New Jersey,2008.0,H3N2,North America
AGL58994,A,avian,New Jersey,2008.0,H10N7,North America
AGL60617,A,avian,New Jersey,2009.0,H10N7,North America
AGL60763,A,avian,Delaware,2009.0,H10N7,North America
AGL60775,A,avian,New Jersey,2009.0,H10N7,North America
AGL60823,A,avian,New Jersey,2009.0,H10N7,North America
AGL96912,A,swine,Italy,2012.0,H1N1,Europe
AGM16027,A,swine,Iowa,2013.0,H1N2,North America
AGM16031,A,swine,North Carolina,2013.0,H1N2,North America
AGM53491,A,swine,North Carolina,2007.0,H3N2,North America
AGM53496,A,swine,Ohio,2007.0,H3N2,North America
AGM53498,A,swine,Winconsin,2009.0,H3N2,North America
AGN28824,A,swine,Korea,2013.0,H1N2,Asia
AGN49381,A,avian,Guangxi,2012.0,H1N2,Asia
AGN69593,A,swine,Illinois,2013.0,H1N2,North America
AGN69613,A,swine,North Carolina,2013.0,H1N2,North America
AGN69629,A,swine,North Carolina,2013.0,H1N2,North America
AGO00313,A,,Texas,,H3N2,North America
AGO00337,A,,PAL,,H1N2,Europe
AGO02249,A,avian,Hong Kong,2009.0,H5N1,Asia
AGO17847,A,,Hong Kong,2009.0,H9N2,Asia
AGO17883,A,avian,Hong Kong,1997.0,H9N2,Asia
AGO17946,A,avian,Hong Kong,2011.0,H9N2,Asia
AGO51411,A,swine,Wyoming,2013.0,H3N2,North America
AGO51415,A,swine,Minnesota,2013.0,H3N2,North America
AGO59894,A,swine,South Dakota,2013.0,H1N2,North America
AGO86678,A,swine,Minnesota,2013.0,H1N1,North America
AGO87255,A,avian,Hunan,2011.0,H5N1,Asia
AGQ47740,A,,BH,1935.0,H1N1,South America
AGQ47776,A,,Cameron,1946.0,H1N1,NaN
AGQ47835,A,,Georgia,,H3N2,North America
AGQ88476,A,swine,Iowa,2013.0,H3N2,North America
AGR45141,A,swine,Italy,2011.0,H1N2,Europe
AGR45144,A,swine,Italy,2011.0,H1N2,Europe
AGR45311,A,swine,Nebraska,2013.0,H1N2,North America
AGS08781,A,swine,South Dakota,2013.0,H1N1,North America
AGS08785,A,swine,Minnesota,2013.0,H3N2,North America
AGS08997,A,swine,Korea,2012.0,H3N2,Asia
AGS41692,A,swine,Illinois,2013.0,H1N2,North America
AGS48846,A,swine,Illinois,2013.0,H1N1,North America
AGT18720,A,,Kenya,2013.0,H1N1,Africa
AGT18721,A,,Kenya,2013.0,H1N1,Africa
AGT18723,A,,Kenya,2012.0,H1N1,Africa
AGT18724,A,,Kenya,2013.0,H1N1,Africa
AGT18748,A,,Kenya,2012.0,H3N2,Africa
AGT37102,A,swine,Denmark,2012.0,H1N2,Europe
AGU69932,A,,Singapore,2007.0,H1N1,Asia
AGU69969,A,swine,Illinois,2013.0,H1N2,North America
AGU92777,A,,Georgia,2012.0,H1N1,North America
AGW25699,A,avian,Thailand,2010.0,H9N7,Asia
AGW27061,A,avian,Hong Kong,2011.0,H5N1,Asia
AGW43288,A,avian,Iceland,2011.0,H3N6,Europe
AGW43444,A,avian,Iceland,2011.0,H2N5,Europe
AGW44014,A,avian,Canada,2011.0,H3N5,North America
AGW83306,A,swine,Illinois,2013.0,H1N1,North America
AGW83314,A,swine,Illinois,2013.0,H1N1,North America
AGX00864,A,avian,Ningxia,2012.0,H5N1,Asia
AGX00886,A,swine,Illinois,2013.0,H1N2,North America
AGY14270,A,avian,Hunan,2011.0,H9N2,Asia
AGY14421,A,swine,Illinois,2013.0,H1N2,North America
AGY79889,A,avian,California,2012.0,H2N3,North America
AGY80411,A,avian,California,2012.0,H2N3,North America
AGZ60429,A,,New Hampshire,2012.0,H3N2,North America
AGZ60571,A,,Maine,2012.0,H3N2,North America
AGZ61154,A,,Missouri,2013.0,H3N2,North America
AGZ61178,A,,Arkansas,2013.0,H3N2,North America
AGZ61211,A,,Oklahoma,2012.0,H3N2,North America
AGZ61248,A,,Florida,2012.0,H3N2,North America
AGZ61259,A,,Colorado,2012.0,H3N2,North America
AGZ61263,A,,Mississippi,2012.0,H3N2,North America
AGZ61736,A,,Texas,2009.0,H1N1,North America
AGZ62339,A,swine,Illinois,2013.0,H1N1,North America
AGZ62363,A,swine,Illinois,2013.0,H1N2,North America
AGZ62388,A,swine,North Carolina,2013.0,H1N1,North America
AGZ62396,A,swine,Iowa,2013.0,H1N1,North America
AGZ62404,A,swine,Illinois,2013.0,H1N1,North America
AHA11511,A,swine,Minnesota,2013.0,H3N2,North America
AHA38263,A,swine,Indiana,2010.0,H3N2,North America
AHA38580,A,,Tambov,2013.0,H1N1,Europe
AHA57090,A,swine,Minnesota,2013.0,H1N1,North America
AHA57131,A,swine,Nebraska,2013.0,H1N2,North America
AHA57151,A,swine,Illinois,2013.0,H3N2,North America
AHA57155,A,swine,Illinois,2013.0,H1N2,North America
AHA98453,A,,Helsinki,2013.0,H3N2,Europe
AHA98464,A,,Helsinki,2013.0,H3N2,Europe
AHB20856,A,swine,Tennessee,2004.0,H1N1,North America
AHB20931,A,swine,Oklahoma,2005.0,H3N2,North America
AHB21027,A,swine,Oklahoma,2006.0,H1N1,North America
AHB21075,A,swine,North Carolina,2006.0,H1N2,North America
AHB21195,A,swine,Texas,2007.0,H3N1,North America
AHB21219,A,swine,Texas,2007.0,H1N2,North America
AHB21448,A,swine,North Carolina,2008.0,H1N1,North America
AHB21460,A,swine,North Carolina,2008.0,H1N2,North America
AHB21628,A,swine,North Carolina,2009.0,H1N1,North America
AHB21700,A,swine,Illinois,2009.0,H1N1,North America
AHB21712,A,swine,Oklahoma,2010.0,H1N1,North America
AHB22213,A,swine,Saskatchewan,2009.0,H3N2,North America
AHB22225,A,swine,Manitoba,2011.0,H3N2,North America
AHB22342,A,swine,North Carolina,2007.0,H1N1,North America
AHB22532,A,swine,Saskatchewan,2011.0,H3N2,North America
AHB22567,A,swine,Iowa,2003.0,H3N2,North America
AHB22579,A,swine,Nebraska,2003.0,H1N1,North America
AHB22615,A,swine,Nebraska,2003.0,H3N2,North America
AHB22687,A,swine,North Carolina,2004.0,H1N1,North America
AHB22699,A,swine,North Carolina,2004.0,H3N2,North America
AHB22843,A,swine,Oklahoma,2005.0,H1N1,North America
AHB22855,A,swine,Texas,2005.0,H3N2,North America
AHB22927,A,swine,Oklahoma,2006.0,H1N2,North America
AHB22939,A,swine,North Carolina,2006.0,H3N2,North America
AHB22963,A,swine,South Carolina,2006.0,H1N1,North America
AHB22975,A,swine,North Carolina,2006.0,H3N2,North America
AHB23011,A,swine,North Carolina,2007.0,H1N1,North America
AHB23035,A,swine,North Carolina,2007.0,H1N1,North America
AHB23071,A,swine,Arkansas,2009.0,H1N2,North America
AHB23117,A,swine,Oklahoma,2010.0,H1N1,North America
AHB23143,A,swine,Texas,2010.0,H3N2,North America
AHB23664,A,swine,North Carolina,2005.0,H1N1,North America
AHB24430,A,swine,Oklahoma,2010.0,H3N2,North America
AHB24776,A,swine,Mexico,2011.0,H3N2,North America
AHB51172,A,swine,Texas,2003.0,H1N1,North America
AHB51244,A,swine,Nebraska,2003.0,H3N2,North America
AHB51256,A,swine,Missouri,2003.0,H1N1,North America
AHB51316,A,swine,Missouri,2004.0,H3N2,North America
AHB51328,A,swine,Minnesota,2004.0,H1N1,North America
AHB51390,A,swine,Minnesota,2005.0,H1N1,North America
AHB51472,A,swine,Manitoba,2009.0,H1N1,North America
AHB51520,A,swine,North Carolina,2003.0,H3N2,North America
AHB59452,A,swine,Nebraska,2013.0,H1N2,North America
AHB72773,A,swine,Minnesota,2013.0,H3N2,North America
AHB72834,A,swine,Illinois,2013.0,H1N1,North America
AHB72968,A,avian,Egypt,2013.0,H9N2,Africa
AHB73620,A,avian,Dongting,2012.0,H1N2,Asia
AHB73644,A,swine,Iowa,2013.0,H1N1,North America
AHC28996,A,avian,Guangdong,2008.0,H5N5,Asia
AHC58029,A,,Peru,2011.0,H3N2,South America
AHC69182,A,avian,Bangladesh,2012.0,H5N1,Asia
AHC69322,A,swine,Iowa,2013.0,H3N2,North America
AHC69370,A,swine,Nebraska,2013.0,H1N2,North America
AHD25010,A,swine,Minnesota,2013.0,H3N2,North America
AHD25046,A,swine,Indiana,2013.0,H1N2,North America
AHD25066,A,swine,Oklahoma,2013.0,H1N1,North America
AHD25126,A,swine,North Carolina,2013.0,H3N2,North America
AHD25285,A,swine,Minnesota,2013.0,H1N2,North America
AHD25415,A,swine,Indiana,2013.0,H1N1,North America
AHF20383,A,,Cambodia,2013.0,H5N1,Asia
AHF20402,A,,Cambodia,2013.0,H5N1,Asia
AHF20413,A,avian,Cambodia,2013.0,H5N1,Asia
AHF20428,A,,Cambodia,2013.0,H5N1,Asia
AHF20480,A,,Cambodia,2013.0,H5N1,Asia
AHF20501,A,swine,Illinois,2013.0,H1N1,North America
AHG26596,A,swine,Oklahoma,2013.0,H1N2,North America
AHG26608,A,swine,Illinois,2013.0,H1N2,North America
AHG26632,A,swine,Illinois,2013.0,H1N2,North America
AHG26648,A,swine,Illinois,2013.0,H1N2,North America
AHG26717,A,swine,Iowa,2013.0,H1N2,North America
AHG26737,A,swine,Oklahoma,2013.0,H1N2,North America
AHG26890,A,,Utah,2013.0,H1N1,North America
AHH00837,A,swine,Nebraska,2013.0,H1N1,North America
AHH25326,A,swine,Illinois,2013.0,H3N2,North America
AHH25330,A,swine,Minnesota,2013.0,H1N2,North America
AHI43338,A,swine,Illinois,2013.0,H1N2,North America
AHI43541,A,avian,Egypt,2012.0,H5N1,Africa
AHI97132,A,avian,Henan,2013.0,H5N2,Asia
AHI97714,A,swine,Thailand,2012.0,H1N1,Asia
AHJ02873,A,swine,Minnesota,2014.0,H1N2,North America
AHJ02888,A,swine,Guangxi,2013.0,H1N1,Asia
AHJ57430,A,,Tehran,2013.0,H1N1,Asia
AHJ57431,A,,Tehran,2013.0,H1N1,Asia
AHJ57435,A,,Tehran,2013.0,H1N1,Asia
AHK10669,A,swine,Iowa,2012.0,H1N1,North America
AHK10800,A,,Shanghai,2014.0,H7N9,Asia
AHL21511,A,swine,Minnesota,2013.0,H3N2,North America
AHL58744,A,swine,Iowa,2013.0,H3N2,North America
AHL81541,A,avian,Wisconsin,2011.0,H1N2,North America
AHL81845,A,avian,Wisconsin,2011.0,H3N2,North America
AHL82087,A,avian,Wisconsin,2011.0,H3N2,North America
AHL83031,A,avian,Mississippi,2012.0,H5N3,North America
AHL83056,A,avian,Mississippi,2012.0,H5N3,North America
AHL95518,A,,Boston,2013.0,H3N2,North America
AHM24143,A,swine,Illinois,2014.0,H1N2,North America
AHM24191,A,swine,North Dakota,2014.0,H1N1,North America
AHM24199,A,swine,North Carolina,2014.0,H1N1,North America
AHM24205,A,avian,Germany,2010.0,H10N8,Europe
AHM24289,A,swine,Guangxi,2013.0,H1N1,Asia
AHM24301,A,swine,Guangxi,2013.0,H1N1,Asia
AHM97626,A,avian,California,2012.0,H1N1,North America
AHM97674,A,avian,California,2013.0,H5N5,North America
AHM98133,A,avian,California,2013.0,H5N5,North America
AHM98204,A,avian,California,2013.0,H5N5,North America
AHN00657,A,avian,Wisconsin,1981.0,H3N2,North America
AHN01260,A,avian,Alaska,1976.0,H1N2,North America
AHN03147,A,avian,Wisconsin,1979.0,H3N2,North America
AHN19444,A,,Illinois,2013.0,H1N1,North America
AHN19556,A,avian,Egypt,2013.0,H5N1,Africa
AHN19564,A,avian,Egypt,2013.0,H5N1,Africa
AHN96530,A,avian,Wisconsin,2013.0,H7N3,North America
AHN96602,A,avian,Iowa,2013.0,H7N3,North America
AHN96650,A,avian,Ohio,2013.0,H9N2,North America
AHN96710,A,avian,Iowa,2013.0,H3N8,North America
AHN96842,A,avian,Ohio,2013.0,H2N3,North America
AHN97094,A,avian,Ohio,2013.0,H10N8,North America
AHN97178,A,avian,Wisconsin,2013.0,H3N8,North America
AHN97322,A,avian,Wisconsin,2013.0,H3N2,North America
AHV83802,A,,Colorado,2013.0,H1N1,North America
AHW46580,A,swine,Illinois,2014.0,H1N2,North America
AHW46596,A,swine,Oklahoma,2014.0,H1N1,North America
AHW46624,A,swine,Illinois,2014.0,H1N1,North America
AHW46681,A,swine,Iowa,2014.0,H1N2,North America
AHW46830,A,swine,Indiana,2014.0,H3N2,North America
AHW83226,A,,Pavia,2014.0,H3N2,Europe
AHW83238,A,,Minnesota,2012.0,H1N2,North America
AHX38144,A,,Gainesville,2014.0,H1N1,North America
AHX38310,A,swine,Ohio,2013.0,H3N2,North America
AHX38928,A,swine,Ohio,2013.0,H3N2,North America
AHY20736,A,avian,Bhutan,2012.0,H5N1,Asia
AHY20744,A,avian,Bhutan,2012.0,H5N1,Asia
AHY20931,A,swine,South Dakota,2014.0,H1N1,North America
AHY20935,A,swine,South Dakota,2014.0,H1N2,North America
AHY84442,A,avian,Iran,2014.0,H9N2,Asia
AHY84466,A,,Uganda,2011.0,H1N1,Africa
AHY84544,A,,Uganda,2009.0,H1N1,Africa
AHY95001,A,swine,North Carolina,2014.0,H3N2,North America
AHY95005,A,swine,Iowa,2014.0,H1N2,North America
AHY95096,A,swine,Illinois,2014.0,H3N2,North America
AHY95100,A,swine,Nebraska,2014.0,H3N2,North America
AHY95104,A,swine,Minnesota,2014.0,H1N1,North America
AHY95115,A,avian,Hebei,2010.0,H5N2,Asia
AHZ38875,A,avian,Sweden,2002.0,H7N7,Europe
AHZ39463,A,avian,Republic of Georgia,2012.0,H2N5,Asia
AHZ39487,A,avian,Republic of Georgia,2012.0,H2N3,Asia
AHZ39510,A,avian,Republic of Georgia,2012.0,H1N1,Asia
AHZ40057,A,,Houston,2012.0,H3Nx,North America
AHZ42377,A,avian,Delaware Bay,1994.0,H7N7,North America
AHZ43337,A,avian,Missouri,2012.0,H10N3,North America
AHZ43485,A,avian,Ohio,2012.0,H3N6,North America
AHZ43660,A,avian,Ohio,2012.0,H3N6,North America
AHZ44129,A,avian,Wisconsin,2012.0,H3N8,North America
AHZ44189,A,avian,Wisconsin,2012.0,H1N1,North America
AHZ44225,A,avian,Wisconsin,2012.0,H3N2,North America
AHZ59311,A,avian,Guangxi,2013.0,H9N2,Asia
AHZ65629,A,swine,Missouri,2014.0,H3N2,North America
AHZ65633,A,swine,Minnesota,2014.0,H1N2,North America
AHZ65637,A,swine,Minnesota,2014.0,H1N1,North America
AHZ65657,A,swine,North Carolina,2014.0,H1N2,North America
AHZ65725,A,swine,Iowa,2014.0,H1N2,North America
AHZ65737,A,swine,Oklahoma,2014.0,H1N1,North America
AHZ65741,A,swine,Illinois,2014.0,H3N2,North America
AHZ65749,A,swine,North Carolina,2014.0,H3N2,North America
AHZ65761,A,swine,North Carolina,2014.0,H1N2,North America
AHZ65765,A,swine,South Dakota,2014.0,H3N2,North America
AHZ65769,A,swine,Iowa,2014.0,H1N2,North America
AIA24403,A,avian,Guangdong,2014.0,H5N6,Asia
AIA24431,A,swine,Kansas,2014.0,H3N2,North America
AIA24435,A,swine,Kansas,2014.0,H1N2,North America
AIA24447,A,swine,Minnesota,2014.0,H3N2,North America
AIA62032,A,avian,Guangxi,2009.0,H3N8,Asia
AIA66646,A,,Shiraz,2013.0,H1N1,Asia
AIA66731,A,swine,Missouri,2014.0,H1N1,North America
AIB06034,A,swine,Nebraska,2014.0,H1N1,North America
AIB06038,A,swine,Nebraska,2014.0,H1N2,North America
AIB06042,A,swine,Iowa,2014.0,H1N1,North America
AIB06050,A,swine,Iowa,2014.0,H1N2,North America
AIB06070,A,swine,North Carolina,2014.0,H3N2,North America
AIB06082,A,swine,North Carolina,2014.0,H1N2,North America
AIC73740,A,,Alabama,2014.0,H1N1,North America
AIC73749,A,,Colorado,2014.0,H3N2,North America
AIC73767,A,,Japan,2014.0,H1N1,Asia
AIC73815,A,,Massachusetts,2014.0,H3N2,North America
AIC73827,A,,New York,2014.0,H1N1,North America
AIC73834,A,,Ohio,2014.0,H1N1,North America
BAA00718,A,swine,England,1939.0,H1N1,Europe
BAA02768,A,,Suita,1989.0,H1N1,Asia
BAC43764,A,,Kayano,1957.0,H2N2,Asia
BAD89325,A,avian,Kyoto,2004.0,H5N1,Asia
BAF03627,A,avian,Miyagi,1977.0,H1N1,Asia
BAF43466,A,swine,Shimane,2001.0,H3N9,Asia
BAF49415,A,avian,Hokkaido,2001.0,H2N3,Asia
BAG28227,A,,Morioka,2005.0,H3N2,Asia
BAG49619,A,swine,Miyazaki,2006.0,H1N2,Asia
BAG49742,A,swine,Kyoto,1979.0,H1N1,Asia
BAH02110,A,swine,Udon Thani,2004.0,H3N2,Asia
BAH98103,A,swine,Obihiro,1985.0,H3N2,Asia
BAI68198,A,avian,Vietnam,2009.0,H3N2,Asia
BAI83388,A,swine,Tochigi,2008.0,H1N2,Asia
BAI83395,A,swine,Ratchaburi,2008.0,H1N1,Asia
BAI83396,A,swine,Ratchaburi,2008.0,H1N1,Asia
BAI94576,A,,Nagasaki,2010.0,H1N1,Asia
BAJ06679,A,,Nagasaki,2010.0,H1N1,Asia
BAJ09275,A,avian,Tsukuba,2006.0,H3N8,Asia
BAJ14029,A,swine,Japan,2000.0,H3N2,Asia
BAJ40004,A,,Sendai,2009.0,H1N1,Asia
BAJ83422,A,avian,Zambia,2009.0,H9N1,Africa
BAK23275,A,swine,Niigata,2004.0,H1N2,Asia
BAK24094,A,avian,Aomori,2011.0,H5N1,Asia
BAK41887,A,swine,Binh Duong,2010.0,H3N2,Asia
BAK42590,A,avian,Indonesia,2010.0,H5N1,Asia
BAK42591,A,avian,Indonesia,2010.0,H5N1,Asia
BAL61225,A,avian,EastKalimantan,2010.0,H5N1,Asia
BAM36148,A,avian,Vietnam,2011.0,H5N1,Asia
BAM36159,A,avian,Vietnam,2011.0,H5N1,Asia
BAM37808,A,,Tottori,2011.0,H1N1,Asia
BAM42775,A,avian,Vietnam,2011.0,H3N2,Asia
BAM62981,A,swine,Chonburi,2011.0,H3N2,Asia
BAM63158,A,avian,Mongolia,2012.0,H7N7,Asia
BAM78376,A,swine,Tochigi,2011.0,H1N2,Asia
BAN14734,A,swine,Saitama,2004.0,H1N2,Asia
BAN14735,A,swine,Saitama,2005.0,H1N2,Asia
BAN14742,A,swine,Binh Doung,2010.0,H1N2,Asia
BAN14745,A,swine,Ehime,2002.0,H3N2,Asia
BAN14747,A,swine,Osaka,2008.0,H3N2,Asia
BAN42578,A,avian,Soc Trang,2012.0,H5N1,Asia
BAN66743,A,avian,Vietnam,2013.0,H9N2,Asia
BAN79067,A,avian,Vietnam,2013.0,H5N1,Asia
BAN81923,A,avian,Vietnam,2013.0,H5N1,Asia
BAO10666,A,avian,Chiba,2007.0,H9N2,Asia
BAO56967,A,avian,Vietnam,2013.0,H3N6,Asia
BAO74193,A,avian,kumamoto,2014.0,H5N8,Asia
CAA24271,A,avian,Ukraine,1963.0,H3N8,Europe
CAA24272,A,,Puerto Rico,1934.0,H1N1,North America
CAA29337,A,,England,1977.0,H3N2,Europe
CAA78263,A,avian,Netherlands,1927.0,H7N7,Europe
CAA91080,A,,Mongolia,1985.0,H1N1,Asia
CAA91081,A,,Mongolia,1988.0,H1N1,Asia
CAB95856,A,,Hong Kong,1999.0,H9N2,Asia
CAB95857,A,,Hong Kong,1999.0,H9N2,Asia
CAC18524,A,,Fiji,1983.0,,Oceania
CAC81018,A,swine,Potsdam,1982.0,H3N2,Europe
CAC86610,A,swine,Cotes d'Armor,1999.0,H1N1,Europe
CAD20336,A,avian,Hong Kong,1999.0,H3N8,Asia
CAP45718,A,avian,Slovenia,2006.0,H5N1,Europe
CAP49183,A,swine,Germany,1995.0,H1N1,Europe
CAP49192,A,swine,Germany,2000.0,H1N2,Europe
CCD31011,A,swine,La Habana,2010.0,H1N1,North America
CCH23216,A,avian,Netherlands,1999.0,H1N1,Europe
CCH23221,A,avian,Germany,1995.0,H9N2,Europe
CCQ71947,A,swine,Spain,2007.0,H1N1,Europe
CCQ71983,A,swine,Spain,2007.0,H1N2,Europe
CDJ79889,A,,Luxembourg,2005.0,H3N2,Europe
